1057,The Emotions,Best of My Love,1977,10.478,9.501,3.029,2.117,0.667
1058,Yazz & The Plastic Population,The Only Way is Up,1988,10.476,0.51,6.3,11.131,0.515
1059,Duran Duran,The Reflex,1984,10.474,5.756,5,9.361,0
1060,Avicii,Wake Me Up,2013,10.47,4.005,3.75,6,0
1061,The Sweet,Blockbuster,1973,10.458,2.256,5.644,9.176,0
1062,The Hollies,Long Cool Woman in a Black Dress,1972,10.457,7.352,7.541,1.632,0.513
1063,Ned Miller,From a Jack to a King,1963,10.454,2.728,8.02,3.7,0
1064,Ne-Yo,Because of You,2007,10.428,3.843,2.25,2.203,3.013
1065,Madonna,Sorry,2006,10.427,1.468,2.013,11.325,1.114
1066,George Michael,Praying For Time,1990,10.424,3.406,2.167,7.842,2.024
1067,Rosemary Clooney,This Ole House,1954,10.419,9.395,2.839,0,0
1068,Spandau Ballet,TRUE,1983,10.409,4.102,6,5.986,0.54
1069,Taio Cruz & Ludacris,Break Your Heart,2010,10.408,5.08,3.532,1.283,0
1070,The Rolling Stones,The Last Time,1965,10.406,3.988,2.171,8.264,0
1071,Rockwell,Somebody's Watching Me,1984,10.403,4.647,2.067,11.645,0.532
1072,Bloodhound Gang,The Bad Touch,1999,10.401,1.8,3.524,15.002,0
1073,Lorde,Royals,2013,10.39,6.666,4.5,2.033,0
1074,Fool's Garden,The Lemon Tree,1996,10.386,0.2,2.038,17.383,0.625
1075,Free,All Right Now,1970,10.385,7.373,4.652,5.063,0.51
1076,The New Seekers,I'd Like to Teach the World to Sing,1972,10.372,4.752,7.37,2.074,1.51
1077,The Royal Scots Dragoon Guards,Amazing Grace,1972,10.364,1.699,13.106,3.196,0.01
1078,Chris Barber's Jazz Band,Petite Fleur (Little Flower),1959,10.361,1.728,4.431,4.903,0
1079,Tony Bennett,Rags to Riches,1953,10.347,10.115,1.5,0,0
1080,Bruce Springsteen,Born in the USA,1985,10.347,7.25,5.827,4.495,0
1081,U2,The Fly,1991,10.346,1.218,6.5,8.424,1.262
1082,Spice Girls,Goodbye,1998,10.341,2.061,5.924,5.478,1.039
1083,Lumidee,Never Leave You (Uh Oooh Uh Oooh),2003,10.339,3.455,1,10.03,0.536
1084,Dido,Thank You,2001,10.322,4.174,1.339,4.889,2.137
1085,Linkin Park,What I've Done,2007,10.319,4.198,1.192,5.416,2.084
1086,Foreigner,Waiting For a Girl Like You,1981,10.319,8.007,3.747,2.684,0.53
1087,David Bowie & Mick Jagger,Dancing in the Street,1985,10.31,2.945,9.442,9.216,0
1088,The Beatles,Eight Days a Week,1965,10.303,9.82,3,2.254,0.545
1089,The Backstreet Boys,Incomplete,2005,10.302,3.407,2.688,6.231,1.377
1090,Mary Wells,My Guy,1964,10.3,12.765,6.506,0.7,0
1091,Elton John,Daniel,1973,10.3,6.169,4.753,3.882,0.545
1092,Chris Brown,With You,2008,10.296,5.923,3.157,2.197,0.563
1093,Mouth & MacNeal,How Do You Do!,1972,10.294,4.288,2.864,8.153,0.511
1094,Beyonce & Jay-Z,Deja Vu,2006,10.291,3.021,2.01,5.029,2.583
1095,Steam,Na Na Hey Hey (Kiss Him Goodbye),1970,10.29,8.967,4.27,3.98,0.513
1096,White Town,Your Woman,1997,10.29,3.881,2.591,7.844,0.529
1097,John Cougar Mellencamp,Jack & Diane,1982,10.285,9.244,5.148,0.532,0
1098,Michael Jackson,Ben,1972,10.28,7.765,6.298,1.833,0.6
1099,Michael Jackson,Blood on the Dance Floor,1997,10.259,1.237,3.526,8.115,2.01
1100,Neil Sedaka,Breaking Up is Hard to Do,1962,10.258,6.587,5.754,0.543,0.524
1101,Johnny Mercer,"On the Atchison, Topeka & the Santa Fe",1945,10.258,9.552,0,0,0.517
1102,Queen,Radio Ga Ga,1984,10.254,2.303,5.086,16.476,0
1103,Bee Gees,You Should Be Dancing,1976,10.252,6.489,4.136,4.933,0.533
1104,The Andrews Sisters,Bei Mir Bist Du Schoen,1938,10.247,7.329,0,0.667,0.514
1105,The Beatles,Twist & Shout,1964,10.244,10.225,2.776,2.266,0.556
1106,Vaughn Monroe,Ballerina,1947,10.243,8.21,0,0.518,0.571
1107,Billy Joel,Just the Way You Are,1978,10.238,9.255,2.852,0.7,1.055
1108,Sammy Kaye,Daddy,1941,10.234,7.279,1.5,0,0.512
1109,Iyaz,Replay,2010,10.226,5.057,2.067,2.68,0
1110,Abba,"I Do, I Do, I Do, I Do, I Do",1975,10.224,2.333,7.687,8.097,0
1111,Lynyrd Skynyrd,Sweet Home Alabama,1974,10.212,12.188,2.371,1.186,0.514
1112,Dusty Springfield & The Pet Shop Boys,What Have I Done to Deserve This,1987,10.203,4.365,3.663,7.79,0.53
1113,Band Aid 20,Do They Know It's Christmas?,2004,10.198,0,7.1,8.13,0.611
1114,50 Cent & Justin Timberlake,Ayo Technology,2007,10.198,2.77,3.021,6.256,1.048
1115,Stevie Wonder,Master Blaster (Jammin'),1980,10.193,5.88,3,9.775,0
1116,Abba,Mamma Mia,1976,10.188,2.383,8.044,8.542,0
1117,Modjo,Lady (Hear Me Tonight),2000,10.174,1.273,4.251,11.036,1.049
1118,Gene Austin,"Bye Bye, Blackbird",1926,10.174,8.658,0,0,0.556
1119,Hot Chocolate,You Sexy Thing,1976,10.16,7.748,4.678,5.776,0
1120,The Byrds,Turn! Turn! Turn! (To Everything There is a Season),1965,10.157,12.094,2.539,1.192,0.512
1121,The Ink Spots,"We Three (My Echo, My Shadow & Me)",1941,10.157,5.51,3,0,0.511
1122,Madonna,Don't Tell Me,2000,10.139,3.407,3.75,6.264,1.115
1123,Celine Dion,Think Twice,1995,10.139,0.511,5.61,8.092,0.519
1124,KC & The Sunshine Band,"(Shake, Shake, Shake) Shake Your Booty",1976,10.138,6.44,5.314,3.658,0.527
1125,Simon & Garfunkel,El Condor Pasa (If I Could),1970,10.137,2.95,4.343,10.978,0
1126,Cutting Crew,(I Just) Died in Your Arms Tonight,1986,10.133,3.815,4.002,8.455,0.516
1127,T Rex,Get it On,1971,10.125,7.426,5.846,6.019,0
1128,Barry McGuire,Eve of Destruction,1965,10.123,8.463,3.833,4.059,0
1129,Elvis Presley,She's Not You,1962,10.12,2.681,5.835,4.4,0
1130,Jim Reeves,He'll Have to Go,1960,10.116,5.66,5.294,2.1,0
1131,The Everly Brothers,Bye Bye Love,1957,10.115,8.522,2.168,1.108,0
1132,Bing Crosby,"Sunday, Monday or Always",1943,10.108,7.746,0.833,0.577,0
1133,Missy 'Misdemeanor' Elliott,Work It,2002,10.105,6.366,1.195,2.765,0.625
1134,Madonna,American Life,2003,10.104,0.727,2.5,7.72,2.537
1135,Rosemary Clooney,Mambo Italiano,1954,10.101,3.144,5.003,0.75,0.512
1136,Carly Simon,Nobody Does it Better,1977,10.097,8.106,4.646,1.932,0.545
1137,Whitney Houston,One Moment in Time,1988,10.094,2.283,2,11.598,1.065
1138,Yes,Owner of a Lonely Heart,1984,10.089,5.24,2.629,8.565,0.54
1139,James Blunt,1973,2007,10.088,0.514,1.263,11.252,1.745
1140,Celine Dion,It's All Coming Back to Me Now,1996,10.088,3.746,3.862,4.25,1.024
1141,Leo Sayer,More Than I Can Say,1980,10.079,5.217,5.175,4.78,0.518
1142,The Simpsons,Do the Bartman,1991,10.077,1.024,7.822,7.011,0.6
1143,The Police,Don't Stand So Close to Me,1980,10.076,5.005,6.585,6.554,0
1144,Jimmy Boyd,I Saw Mommy Kissing Santa Claus,1952,10.065,5.25,5.333,0,0
1145,Lesley Gore,It's My Party,1963,10.058,8.349,5.111,0,0.513
1146,Vic Damone,You're Breakin' My Heart,1949,10.054,6.879,1.5,0,0.538
1147,Glenn Miller,That Old Black Magic,1943,10.053,8,0.625,0,0.513
1148,Frankie Lymon & The Teenagers,Why Do Fools Fall in Love?,1956,10.049,9.315,3.605,0,0
1149,Smokey Robinson,Tears of a Clown,1970,10.045,9.637,3.471,3.748,0.512
1150,Rihanna,Rude boy,2010,10.028,5.307,1.53,2.763,0
1151,Sugar Ray,Every Morning,1999,10.028,4.696,2.1,1.103,2.602
1152,The Calling,Wherever You Will Go,2002,10.026,3.262,2.858,5.429,1.135
1153,Stevie Wonder,You Are the Sunshine of My Life,1973,10.019,11.744,2.004,1.043,0.537
1154,Club Nouveau,Lean On Me,1987,10.014,5.164,5.333,3.083,0.515
1155,Janet Jackson,Again,1993,10.012,6.805,0.667,3.032,1.72
1156,Perry Como,"Chi-Baba, Chi-Baba (My Bambino Go to Sleep)",1947,10.011,6.967,1.5,0,0.512
1157,Chad Kroeger,The Hero,2002,10.009,3.032,3.254,5.419,1.042
1158,Johnny Preston,Running Bear,1960,10.005,5.22,6.397,1.6,0
1159,Hues Corporation,Rock the Boat,1974,10.004,9.188,4.868,4.031,0
1160,Led Zeppelin,Stairway to Heaven,1971,9.988,10.537,2.928,5.825,0
1161,Spice Girls,Spice Up Your Life,1997,9.987,3.054,2.4,6.874,1.514
1162,INXS,Suicide Blonde,1990,9.986,3.68,3.591,5.272,1.178
1163,Donna Summer,MacArthur Park,1978,9.985,6.228,4.95,3.277,0.625
1164,KLF,3am Eternal,1991,9.981,3.71,2.659,9.242,1.621
1165,Mr President,Coco Jamboo,1996,9.977,2.106,1.647,11.653,1.056
1166,Mariah Carey,Always Be My Baby,1996,9.973,5.488,2.333,1.057,1.656
1167,Nelly & Tim McGraw,Over & Over,2005,9.967,4.657,5.091,4.023,0
1168,Kelly Clarkson,My Life Would Suck Without You,2009,9.967,3.806,4.625,3.867,0.512
1169,Guns n' Roses,November Rain,1992,9.962,5.736,1.417,9.586,0.545
1170,The Spin Doctors,Two Princes,1993,9.953,4.025,1.883,8.675,1.038
1171,Kelly Clarkson,Since U Been Gone,2005,9.953,8.257,1.226,4.474,0
1172,Annie Lennox,No More 'I Love Yous',1995,9.952,1.771,3,7.8,1.524
1173,Clout,Substitute,1978,9.931,0.515,9.251,10.025,0
1174,Pitbull,I Know You Want Me (calle Ocho),2009,9.93,4.798,2.398,7.012,0.512
1175,Destiny's Child,Bootylicious,2001,9.927,5.032,1.529,5.2,0.75
1176,Perry Como,Some Enchanted Evening,1949,9.924,7.778,0,0.528,0.523
1177,Pink & Nate Ruess,Just Give Me a Reason,2013,9.919,4.14,5.167,3.667,0
1178,Katy Perry,Roar,2013,9.912,4.808,6,2.043,0
1179,Soul II Soul,Back to Life (However Do You Want Me),1989,9.908,4.505,2.601,8.361,1.741
1180,Red Hot Chili Peppers,By the Way,2002,9.904,2.3,1,7.281,2.587
1181,Ringo Starr,It Don't Come Easy,1971,9.904,7.955,4.533,3.757,0.523
1182,George Michael,A Different Corner,1986,9.903,2.38,6.861,10.92,0
1183,Beyonce,Baby Boy,2003,9.895,4.967,1.577,5.216,0.534
1184,The Three Degrees,When Will I See You Again?,1974,9.886,7.276,5.685,2.417,0.511
1185,Will Smith,Switch,2005,9.882,4.113,2.95,5.587,0.526
1186,Fairground Attraction,Perfect,1988,9.878,0.512,9.367,4.669,0.591
1187,Heart,Alone,1987,9.877,5.311,2.833,6.323,0.512
1188,Cab Calloway & his Cotton Club Orchestra,Minnie the Moocher,1931,9.876,8.412,0,0,0.531
1189,Robbie Williams,Rock DJ,2000,9.874,0.2,7.931,6.822,1.085
1190,Danny & The Juniors,At the Hop,1957,9.867,7.728,3.502,0.514,0
1191,Billie Holiday,Strange Fruit,1939,9.86,7.522,0.1,0.511,0
1192,Ray Charles,What'd I Say,1959,9.854,12.923,0.577,0,0
1193,The Ames Brothers,You You You,1953,9.853,7.367,2.091,0.51,0
1194,TLC,Unpretty,1999,9.845,5.664,1.19,5.059,0.583
1195,Nat King Cole,Pretend,1953,9.842,3.992,3.839,0.55,0.591
1196,Akon & Snoop Dogg,I Wanna Love You,2007,9.842,6.52,1.357,3.948,0.577
1197,Simply Red,Fairground,1995,9.841,0.2,4.401,8.275,1.5
1198,Dean Martin,Everybody Loves Somebody,1964,9.84,11.146,2.924,1.3,0.545
1199,Toni Basil,Mickey,1982,9.833,7.314,6.752,0.625,0
1200,En Vogue,Don't Let Go (Love),1997,9.832,3.727,2.006,8.3,0.534
1201,Millie Small,My Boy Lollipop,1964,9.83,6.068,5.301,2.847,0.522
1202,Chris Brown & T-Pain,Kiss Kiss,2007,9.829,5.278,3.647,0.515,1.084
1203,Booker T & the MGs,Green Onions,1962,9.817,12.7,3.199,0,0
1204,Run DMC & Aerosmith,Walk This Way,1986,9.816,8.195,2.225,4.673,0
1205,David Bowie,Fame,1975,9.814,9.117,3.559,4.493,0
1206,Bone Thugs-n-Harmony,Tha Crossroads,1996,9.812,6.429,2.125,1.836,0.519
1207,Ricky Martin,La Copa De La Vida,1998,9.806,1.089,1.084,15.275,0.514
1208,Martika,Toy Soldiers,1989,9.803,4.084,2.7,7.777,2.101
1209,Mel & Kim,Respectable,1987,9.798,0.2,8.004,12.946,0
1210,Frank Sinatra,Learnin' the Blues,1955,9.796,5.106,3.002,0.577,0.51
1211,Little Richard,Tutti Frutti,1955,9.789,11.273,0.634,0,0
1212,Creedence Clearwater Revival,Have You Ever Seen the Rain?,1971,9.785,6.886,5.832,3,0.667
1213,Steve Winwood,Roll With It,1988,9.784,6.986,2.019,0.527,1.033
1214,Take That,Patience,2006,9.784,1.1,3.85,11.613,0
1215,The Supremes,Stop! in the Name of Love,1965,9.784,12.699,2.328,2.385,0
1216,Anastacia,I'm Outta Love,2000,9.779,0.511,5.667,11.126,0.514
1217,Freda Payne,Band of Gold,1970,9.772,10.588,7.344,1.893,0
1218,James Taylor,You've Got a Friend,1971,9.766,12.612,2.799,1.193,0.563
1219,Regina Belle & Peabo Bryson,A Whole New World (Aladdin's Theme),1993,9.764,7.43,0.583,1.108,1.725
1220,Jennifer Lopez,I'm Real,2001,9.763,4.46,1.271,5.816,1.09
1221,Crazy World of Arthur Brown,Fire,1968,9.754,7.598,5.741,5.94,0
1222,The Carpenters,Yesterday Once More,1973,9.749,5.537,4.501,3.81,0.583
1223,The Rolling Stones,Ruby Tuesday,1967,9.731,11.451,3.323,1.593,0.519
1224,Wilbert Harrison,Kansas City,1959,9.73,9.843,1.5,0.556,0
1225,Toni Braxton,Breathe Again,1994,9.727,3.923,2.042,4.597,2.077
1226,Eve & Gwen Stefani,Let Me Blow Ya Mind,2001,9.725,3.823,2.786,9.78,0
1227,The Mills Brothers,You Always Hurt the One You Love,1944,9.723,9.286,0.833,0,0
1228,Dave Edmunds,I Hear You Knockin',1971,9.718,6.038,7.678,4.837,0
1229,Mike Oldfield,Moonlight Shadow,1983,9.717,0.201,3.393,20.21,0
1230,Wham!,I'm Your Man,1985,9.712,2.916,6.827,6.94,0.513
1231,LMFAO,Sexy and I Know It,2011,9.706,4.444,4.367,1.145,0
1232,U2,The Sweetest Thing,1998,9.705,1.79,4.333,7.293,1
1233,Michael Jackson,Earth Song,1995,9.687,0.2,2.903,17.11,0
1234,Kay Kyser,"(I Got Spurs That) Jingle, Jangle, Jingle",1942,9.679,7.741,0,0.515,0.514
1235,John Paul Young,Love is in the Air,1978,9.678,3.487,4.412,7.497,0.513
1236,Harry James,I Had the Craziest Dream,1943,9.678,6.669,1.5,0.519,0
1237,Cee-Lo Green,F**k You/forget You,2010,9.665,5.087,2.043,2.091,0
1238,Supertramp,The Logical Song,1979,9.659,4.775,6.061,5.243,0.538
1239,Owl City,Fireflies,2009,9.658,5.37,3.667,5.85,0
1240,The Boomtown Rats,I Don't Like Mondays,1979,9.654,1.737,10.68,8.469,0
1241,Take That,How Deep is Your Love?,1996,9.651,0,3.9,10.078,2.547
1242,En Vogue,All My Lovin' (You're Never Gonna Get It),1992,9.65,6.507,0.75,3.468,2.073
1243,T.I. & Rihanna,Live Your Life,2008,9.647,5.898,1.522,3.885,0.529
1244,Brian Hyland,Itsy Bitsy Teeny Weeny Yellow Polka Dot Bikini,1960,9.638,5.315,4.216,2.609,0
1245,Smokey Robinson,Being With You,1981,9.636,6.799,5.226,1.534,0.519
1246,Les Brown,My Dreams Are Getting Better All the Time,1945,9.633,7.868,1.5,0,0
1247,Bing Crosby & Les Paul,"It's Been a Long, Long Time",1945,9.632,6.237,3,0,0
1248,Green Day,American Idiot,2004,9.631,4.006,2.857,1.631,2.1
1249,Chic,Good Times,1979,9.63,9.271,3.051,1.688,0.518
1250,Kajagoogoo,Too Shy,1983,9.623,3.485,4.842,10.968,0
1251,Billy Joel,My Life,1979,9.621,7.429,4.35,3.062,0.515
1252,"Earth, Wind & Fire",Let's Groove,1981,9.62,6.433,1.958,4.003,1.138
1253,Deep Blue Something,Breakfast At Tiffany's,1996,9.615,3.564,2.029,5.467,1.571
1254,Rasmus,In the Shadows,2003,9.611,1.5,2.333,13.192,0
1255,Edwin Starr,War,1970,9.609,12.476,2.868,3.85,0
1256,The Ames Brothers,Rag Mop,1950,9.605,8.439,0,0.563,0.52
1257,A Taste of Honey,Boogie Oogie Oogie,1978,9.601,8.037,2.835,2.585,0.529
1258,The Prodigy,Breathe,1996,9.599,1.369,5.235,10.999,0
1259,Ricky Martin,(Un Dos Tres) Maria,1997,9.596,1.345,2.698,10.533,1.031
1260,Usher,U Got it Bad,2002,9.594,6.44,1.245,1.714,0.517
1261,Perry Como,If (They Made Me a King),1951,9.594,9.028,1.5,0,0
1262,Boyz II Men,On Bended Knee,1994,9.593,5.794,2.05,1.127,1.674
1263,Cliff Richard,Summer Holiday,1963,9.584,0.2,6.136,4.367,0.511
1264,Styx,Babe,1979,9.584,6.467,6.744,1.92,0.528
1265,Dead Or Alive,You Spin me 'round (Like a Record),1985,9.581,2.997,7.93,9.001,0
1266,Train,"Hey, soul sister",2010,9.581,5.051,2.806,1.234,0
1267,Cyndi Lauper,True Colors,1986,9.578,3.818,3.207,6.536,1.067
1268,Vernon Dalhart,The Prisoner's Song,1925,9.576,8.019,0,0,0.653
1269,Michael Jackson,The Way You Make Me Feel,1988,9.576,4.326,3.397,5.25,0.515
1270,Kenny Rogers & Dolly Parton,Islands in the Stream,1983,9.574,4.945,6.243,5.833,0
1271,Nat King Cole,(I Love You) For Sentimental Reasons,1946,9.572,7.9,0.75,0,0.545
1272,Sam Cooke,You Send Me,1957,9.57,8.879,2.034,0.511,0
1273,Men Without Hats,The Safety Dance,1983,9.569,5.24,5.388,6.326,0
1274,Tab Hunter,Young Love,1957,9.566,4.258,6.508,0.518,0
1275,Stevie Wonder,Part-Time Lover,1985,9.566,3.718,7.476,7.98,0
1276,Phil Collins,One More Night,1985,9.555,4.934,4.751,4.739,0.52
1277,KC & The Sunshine Band,Get Down Tonight,1975,9.553,7.948,3.548,2.124,0.548
1278,Maxi Priest,Close to You,1990,9.545,5.016,1.19,5.363,1.875
1279,Ray Charles,"Hit the Road, Jack",1961,9.54,10.064,2.758,0.577,0
1280,Alice Cooper,School's Out,1972,9.539,8.279,4.149,4.67,0
1281,Doris Day,Bewitched (bothered & bewildered),1950,9.538,3.467,6,0,0
1282,Boyzone,No Matter What,1998,9.536,0,7.104,9.802,0.532
1283,Patti Page,I Went to Your Wedding,1952,9.534,9.161,1.5,0,0
1284,Sandra,(I'll Never Be) Maria Magdalena,1985,9.531,0.2,2.088,17.73,0.512
1285,The Cowsills,Hair,1969,9.53,6.876,11.133,0.553,0.512
1286,Pink,Stupid Girls,2006,9.529,3.082,1.276,8.077,1.19
1287,Count Basie,One O'Clock Jump,1937,9.525,9.506,0,0,0
1288,The Cars,Drive,1984,9.524,3.683,4.098,6.62,1.036
1289,Robbie Williams,Feel,2002,9.522,0.712,1.252,14.228,0.625
1290,Georgie Fame,Ballad of Bonnie & Clyde,1968,9.52,4.879,5.311,5.565,0.532
1291,Jimmy Dorsey,Maria Elena,1941,9.518,6.12,0.667,0.514,0.55
1292,Snoop Dogg & Charlie Wilson & Justin Timberlake,Signs,2005,9.517,2.824,3.042,7.101,0.515
1293,MARRS,Pump Up the Volume,1987,9.516,3.102,6.301,8.636,0
1294,The Seekers,Georgy Girl,1967,9.516,8.924,10.458,0,0.543
1295,Donovan,Atlantis,1969,9.516,4.137,3.243,7.834,0.516
1296,The Song Spinners,Comin' in on a Wing & a Prayer,1943,9.515,6.299,3,0,0
1297,Beck,Loser,1994,9.508,5.787,0.567,5.439,1.105
1298,Whitney Houston,I Have Nothing,1993,9.507,4.698,2.333,3.245,1.622
1299,Captain & Tennille,Do That to Me One More Time,1980,9.507,8.221,2.714,2.7,0.538
1300,Stevie B,Because I Love You (The Postman Song),1991,9.504,5.191,0.667,5.74,2.864
1301,Queen,We Will Rock You,1978,9.499,9.128,2.364,4.574,0
1302,Abba,Super Trouper,1980,9.498,1.768,3.501,12.977,0
1303,Fleetwood Mac,Go Your Own Way,1977,9.497,7.601,3.5,5.615,0
1304,Simple Minds,Alive & Kicking,1985,9.489,3.801,2.705,9.34,0.521
1305,The Carpenters,We've Only Just Begun,1970,9.488,11.151,3.736,1.5,0.51
1306,Barry Manilow,Mandy,1975,9.488,7.031,4.958,1.165,0.54
1307,Jon Secada,Just Another Day,1992,9.486,4.287,1.702,9.028,1.21
1308,Minnie Riperton,Loving You,1975,9.484,8.107,3.26,2.236,0.533
1309,Boney M,Mary's Boy Child/Oh My Lord,1978,9.479,0.512,7.386,11.17,0
1310,Spiller & Sophie Ellis-Bextor,Groovejet (If This Ain't Love),2000,9.472,0.711,7.895,4.807,1.028
1311,Pink,Don't Let Me Get Me,2002,9.471,4.406,2.167,4.37,0.529
1312,Phil Collins,You Can't Hurry Love,1983,9.47,2.877,7.417,8.442,0
1313,The Rembrandts,I'll Be There For You,1995,9.456,2.566,4.276,2.394,1.4
1314,Toto,Rosanna,1982,9.447,6.274,3.485,5.495,0
1315,Cliff Edwards (Ukelele Ike),When You Wish Upon a Star,1940,9.445,10.177,0,0,0
1316,Flo-Rida & David Guetta,Club can't handle me,2010,9.44,4.183,3.556,1.269,0
1317,Metallica,Until it Sleeps,1996,9.439,2.574,2.2,9.595,0.591
1318,Alanis Morissette,Thank U,1998,9.439,2.349,2.2,7.496,1.523
1319,The Sweet,Little Willy,1972,9.437,6.323,3.861,6.575,0
1320,Jay Sean & Lil' Wayne,Down,2009,9.431,7.022,1.363,2.904,0.524
1321,The Shirelles,Will You Love Me Tomorrow,1960,9.429,10.587,3.102,0,0
1322,Contours,Do You Love Me?,1962,9.427,9.417,1.667,1.744,0
1323,The Shadows,Apache,1960,9.426,0.705,6.67,2.868,0.519
1324,Whitney Houston,My Love is Your Love,1999,9.425,3.212,2.5,11.123,0
1325,Maureen McGovern,The Morning After,1973,9.425,8.255,4.646,1,0.523
1326,Tex Williams & The Western Caravan,Smoke! Smoke! Smoke! (That Cigarette),1947,9.422,8.924,0,0,0.55
1327,Frank Chacksfield,Terry's Theme From 'Limelight',1953,9.42,2.654,4.542,0.833,0.529
1328,Britney Spears,Piece Of Me,2008,9.416,4.517,3.026,2.963,0.583
1329,PM Dawn,Set Adrift On a Memory of Bliss,1991,9.414,5.096,2.333,5.466,1.585
1330,Santana & Michelle Branch,The Game of Love,2002,9.413,3.198,1.065,4.238,2.541
1331,Usher,You make Me Wanna,1997,9.41,5.408,2.623,2.357,0.526
1332,Nicki French,Total Eclipse of the Heart,1995,9.409,4.437,2.292,1.773,1.559
1333,"Bob Sinclar, Goleo VI & Gary 'Nesta' Pine",Love Generation,2005,9.407,0.611,2.667,11.59,0.559
1334,Toto,Africa,1983,9.401,5.133,5.429,6.066,0
1335,The Shangri-Las,Leader of the Pack,1964,9.399,11.238,5.368,1.163,0
1336,Jan & Dean,Surf City,1963,9.396,6.565,4.638,1.583,0
1337,The Ink Spots,To Each His Own,1946,9.395,6.869,1.5,0.511,0
1338,Freddie Mercury,Living On My Own,1993,9.376,0,4.251,15.273,0.512
1339,My Chemical Romance,Welcome to the Black Parade,2006,9.369,4.849,2.014,2.148,1.7
1340,Ne-Yo,Closer,2008,9.368,4.317,2.536,4.094,0.523
1341,Spice Girls,Viva Forever,1998,9.361,0.714,4.463,8.682,1.035
1342,Fanny Brice,My Man,1922,9.359,7.913,0,0,0.563
1343,Teresa Brewer,Till I Waltz Again With You,1953,9.353,9.004,1.5,0,0
1344,Anastacia,Left Outside Alone,2004,9.351,0.2,4.333,12.076,0
1345,Michael Jackson,Dirty Diana,1988,9.35,3.294,0.75,11.246,0.513
1346,Vaughn Monroe,Let it Snow! Let it Snow! Let it Snow!,1946,9.35,7.99,0,0.521,0.516
1347,Oasis,Don't Look Back in Anger,1996,9.341,2.347,5.026,3.687,1.05
1348,Paul Young,Every Time You Go Away,1985,9.335,5.317,3.75,4.579,0.524
1349,Ben Bernie,Sweet Georgia Brown,1925,9.333,7.893,0,0,0.559
1350,Ciara & Missy 'Misdemeanor' Elliot,1-2 Step,2005,9.332,4.645,1.433,5.134,1.022
1351,Atomic Kitten,Whole Again,2001,9.331,0,6.973,13.343,0
1352,Bee Gees,Jive Talkin',1975,9.319,8.605,4.95,2.085,0
1353,Elton John,Your Song,1971,9.309,9.784,2.536,3.129,0.513
1354,Cher,If I Could Turn Back Time,1989,9.309,5.218,3.311,4.625,1.615
1355,Madonna,Material Girl,1985,9.309,5.391,2.667,5.616,0.526
1356,Survivor,Burning Heart,1986,9.305,3.943,1.271,10.087,0.517
1357,Britney Spears,(You Drive Me) Crazy,1999,9.303,2.239,1.721,10.982,0.511
1358,Rod Stewart,Rhythm of My Heart,1991,9.301,2.352,5.446,5.465,1.217
1359,Bryan Adams,Can't Stop This Thing We Started,1991,9.3,4.605,2.586,6.999,1.079
1360,Dion,Runaround Sue,1961,9.296,11.141,3.591,0,0
1361,Freddy Martin,Symphony,1946,9.296,6.762,1.5,0,0.519
1362,Michael Jackson,They Don't Care About Us,1996,9.294,1.047,1.25,14.676,0.519
1363,Charlene,I've Never Been to Me,1982,9.292,3.452,7.091,2.061,0.517
1364,Ray Charles,Georgia On My Mind,1960,9.287,12.135,1.065,0,0
1365,Gwen Stefani,Wind It Up,2006,9.283,2.209,2.848,4.114,2.026
1366,Nelly Furtado,I'm Like a Bird,2001,9.282,2.929,2.327,5.141,1.677
1367,Rosemary Clooney,Half As Much,1952,9.281,5.825,4.083,0,0
1368,Shaggy,Oh Carolina,1993,9.279,1.017,4.783,7.289,1.118
1369,The Beatles,Please Please Me,1964,9.278,6.569,3.704,2.641,0.7
1370,Tommy Dorsey & Frank Sinatra,There Are Such Things,1943,9.277,7.364,0,0.55,0.516
1371,Justin Timberlake,Cry Me a River,2003,9.264,4.894,1,5.214,0.512
1372,Vanessa Williams,Colors of the Wind,1995,9.253,7.121,0.548,1.254,0.625
1373,Black Sabbath,Paranoid,1970,9.243,4.078,3.175,9.572,0
1374,Craig Douglas,Only Sixteen,1959,9.24,0.2,5.648,4.086,0
1375,Marvin Gaye,What's Going On?,1971,9.239,13.497,1.716,0.643,0.548
1376,KLF,Justified & Ancient,1992,9.234,2.315,3,12.175,0.556
1377,Elton John,Bennie & the Jets,1974,9.231,9.002,4.695,0.643,0.542
1378,Des'ree,Life,1998,9.225,0,1.145,14.626,2.02
1379,The Jackson 5,ABC,1970,9.212,9.962,2.042,2.225,1.101
1380,Miguel Rios,A Song Of Joy,1970,9.194,2.58,5.955,8.361,0
1381,The Four Seasons,Sherry,1962,9.193,7.056,3.625,0.567,0.513
1382,Dinah Shore,I'll Walk Alone,1944,9.189,7.612,0,0.512,0.518
1383,Nat King Cole,The Christmas Song (Chestnuts Roasting On An Open Fire),1946,9.179,8.429,0.52,0,0.01
1384,Edison Lighthouse,Love Grows (Where My Rosemary Goes),1970,9.177,6.367,10.251,1.803,0
1385,Aerosmith,Cryin',1993,9.176,4.472,0.559,10.129,0.519
1386,Middle of The Road,"Chirpy, Chirpy, Cheep, Cheep",1971,9.175,0.2,4.511,10.038,0.01
1387,Bomfunk MCs,Freestyler,2000,9.169,0,5,18.031,0
